  ,,,,,,,,,,,,,,,,
 ,MNIST Dataset: ,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,
 ,ID,result (r=1),smt-time (r=1),QVIP-time (r=1),ID,result (r=2),smt-time (r=2),QVIP-time (r=2),ID,result (r=3),smt-time (r=3),QVIP-time (r=3),ID,result (r=4),smt-time (r=4),QVIP-time (r=4)
 ,28,Non-robust,NA,4.386946678,121,Robust,0.043645859,0.009207487,221,Robust,NA,0.531930923,321,Robust,NA,0.198444366
 ,29,NA,NA,NA,122,Robust,NA,0.624279261,222,NA,NA,NA,322,NA,NA,NA
 ,3,Robust,0.067764282,0.011463165,123,Robust,0.036604166,0.009433031,223,Robust,0.065491915,0.01342535,323,Robust,NA,1.29228425
 ,30,Robust,0.040980339,0.006920099,124,Robust,0.046121359,0.008274078,224,Robust,NA,0.21687603,324,NA,NA,NA
 ,31,Robust,0.068425655,0.011147976,125,Robust,0.052316666,0.010118008,225,Robust,0.084413767,0.013413906,325,NA,NA,NA
 ,32,Robust,0.069436073,0.010928392,126,Robust,0.043686152,0.009298325,226,NA,NA,NA,326,Robust,NA,1.167273045
 ,33,Robust,0.047027826,0.010142565,127,NA,NA,NA,227,Non-robust,4527.663566,1.279490471,327,Robust,5.006973028,0.015333652
 ,34,Robust,0.050117493,0.009431601,128,Robust,0.072101355,0.011568069,228,Robust,NA,0.451038599,328,Robust,3.743847132,0.018510103
 ,35,Robust,0.077356815,0.011203766,129,Robust,NA,0.471453428,229,Robust,0.063741207,0.043001413,329,Robust,NA,0.233601093
 ,36,Robust,0.096553087,0.009058714,130,Robust,0.059184551,0.010970354,230,Robust,NA,0.857574463,330,Robust,0.068525553,0.02667141
 ,37,Robust,0.102981806,0.021385908,131,Robust,0.064637184,0.011469126,231,Robust,0.034623146,0.006806612,331,Robust,NA,0.40275836
 ,38,Robust,0.083031893,0.01481843,132,Robust,2.772796154,0.012893677,232,Robust,0.067687511,0.010883093,332,NA,NA,NA
 ,39,Robust,0.047792196,0.008214712,133,Robust,0.063873291,0.012434244,233,Robust,0.065130711,0.035859108,333,Robust,NA,0.589339733
 ,4,Non-robust,NA,2.365450144,134,Robust,0.035565138,0.006780148,234,Robust,0.094060421,0.01050806,334,Robust,NA,0.287561178
 ,40,NA,NA,NA,135,Non-robust,2347.060675,1.171503544,235,Robust,NA,0.188659906,335,Robust,5.351191282,0.016633511
 ,41,Robust,0.058157444,0.007915735,136,Non-robust,NA,12.44611883,236,Robust,65.37014174,0.077750206,336,Robust,NA,2.528724432
 ,42,Non-robust,NA,6.65667963,137,Robust,0.101655245,0.010103226,237,Robust,2.75188756,0.018336773,337,Non-robust,NA,1.280222893
 ,43,Robust,NA,0.210461378,138,Robust,0.065953255,0.01164484,238,Robust,NA,0.444940329,338,NA,NA,NA
 ,44,Robust,NA,0.084807396,139,Robust,0.097324133,0.018274546,239,NA,NA,NA,339,Robust,74.85529304,0.234443665
 ,45,Robust,40.25143075,0.221322775,140,Robust,0.052377462,0.007987738,240,Robust,0.087684155,0.017852068,340,Robust,0.046004295,0.009804487
 ,46,Robust,0.051826954,0.008230925,141,Robust,0.045342684,0.027178526,241,NA,NA,NA,341,Robust,NA,0.311308622
 ,47,Robust,0.060265541,0.010169268,142,Robust,0.072181463,0.017468929,242,Robust,0.050379515,0.00969553,342,Robust,NA,3.543909073
 ,48,NA,NA,NA,143,Robust,0.045449018,0.010137796,243,Robust,NA,83.3674891,343,Robust,0.076836824,0.016499758
 ,49,Robust,NA,0.199337721,144,Robust,0.092545271,0.015816212,244,NA,NA,NA,344,NA,NA,NA
 ,5,Robust,0.064364195,0.011539936,145,NA,NA,NA,245,Robust,NA,0.586694241,345,Robust,0.075055838,0.012394905
 ,50,Robust,1.769884825,0.006086349,146,Robust,0.149644136,0.012784243,246,Robust,NA,2.058013916,346,Robust,0.085062265,0.011406422
 ,51,NA,NA,NA,147,NA,NA,NA,247,NA,NA,NA,347,Robust,42.96398687,0.119813442
 ,52,Robust,0.098468542,0.015727758,148,Robust,0.063918829,0.009787798,248,Non-robust,NA,4.421966553,348,Robust,NA,0.164274216
 ,53,Robust,0.035240173,0.005224228,149,Robust,NA,0.149578571,249,NA,NA,NA,349,Robust,0.058594227,0.011837482
 ,54,Robust,0.064777613,0.038830996,150,NA,NA,NA, , , , , , , , 
 ,55,Robust,0.040300131,0.007001638,151,Non-robust,NA,5.114754915, , , , , , , , 
 ,56,Robust,0.035170078,0.005889416,152,Robust,0.089258909,0.022886038, , , , , , , , 
 ,57,Robust,NA,0.110457897,153,NA,NA,NA, , , , , , , , 
 ,58,Robust,0.049228668,0.007186413,154,Robust,126.7303133,0.405917645, , , , , , , , 
 ,59,Robust,0.075875998,0.011799335,155,Robust,0.043992758,0.033071756, , , , , , , , 
 ,6,Robust,0.070908308,0.013450623,156,Robust,0.088690042,0.010903597, , , , , , , , 
 ,60,Robust,0.067033052,0.01282692,157,Robust,NA,0.244916916, , , , , , , , 
 ,61,Robust,0.06590414,0.014508486,158,Robust,0.063284874,0.010632038, , , , , , , , 
 ,62,Robust,0.063778639,0.009880066,159,Robust,0.053495169,0.008600473, , , , , , , , 
 ,63,Robust,0.089275599,0.017332077,160,Robust,1453.410331,0.591459513, , , , , , , , 
 ,64,Robust,0.0511024,0.007233858,161,Robust,0.055351973,0.011368513, , , , , , , , 
 ,65,Robust,0.071612597,0.013678551,162,Robust,0.04417181,0.011293173, , , , , , , , 
 ,66,NA,NA,NA,163,NA,NA,NA, , , , , , , , 
 ,67,Robust,NA,0.109395027,164,Robust,0.068220615,0.018001318, , , , , , , , 
 ,68,NA,NA,NA,165,Robust,0.031964779,0.008690596, , , , , , , , 
 ,69,Robust,0.034521341,0.006577015,166,Non-robust,NA,4.714132786, , , , , , , , 
 ,7,Robust,0.060835123,0.011263371,167,Robust,0.061920643,0.033270836, , , , , , , , 
 ,70,Robust,0.078255653,0.016434193,168,Robust,0.047741175,0.009509802, , , , , , , , 
 ,71,Robust,0.10099721,0.056112289,169,Robust,0.048286915,0.010096073, , , , , , , , 
 ,72,Robust,0.046089649,0.006041527,170,Robust,NA,0.223067999, , , , , , , , 
 ,73,Non-robust,NA,33.08029294,171,Robust,8.780794144,0.023724556, , , , , , , , 
 ,74,Robust,0.046066523,0.009768248,172,Robust,NA,0.181423187, , , , , , , , 
 ,75,Robust,3.474281311,0.016774654,173,Robust,0.058656693,0.011302471, , , , , , , , 
 ,76,Robust,0.043401718,0.008593082,174,Robust,0.044229746,0.008033037, , , , , , , , 
 ,77,Robust,0.050840378,0.009394407,175,Robust,0.066404343,0.011413813, , , , , , , , 
 ,78,Robust,0.035497427,0.01256156,176,Robust,0.06654191,0.012881994, , , , , , , , 
 ,79,Robust,0.038844824,0.007654905,177,Robust,0.063821316,0.012898207, , , , , , , , 
 ,8,Robust,0.118216276,0.021309376,178,Robust,0.047945261,0.012418032, , , , , , , , 
