  ,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,
 ,P1-4: ,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,
 ,ID,result (r=2),QVIP-time (r=2),ID,result (r=4),QVIP-time (r=4),ID,result (r=6),QVIP-time (r=6),ID,result (r=10),QVIP-time (r=10),ID,result (r=20),QVIP-time (r=20),ID,result (r=30),QVIP-time (r=30)
 ,174,Robust,0.014327049,376,Non-robust,0.237561703,564,Robust,10.44731307,944,Non-robust,0.48611474,1972,NA,NA,2909,Non-robust,0.247469187
 ,148,Robust,0.013603687,389,Non-robust,90.56654048,558,NA,NA,978,Robust,2321.593037,1999,Non-robust,43.28445745,2908,Non-robust,6.798768282
 ,189,Robust,4.285230398,348,Robust,2.124410868,599,Robust,2.062371969,940,Non-robust,21.40427685,1958,Non-robust,6.105407476,2920,Non-robust,0.490756989
 ,162,Robust,0.009910822,360,Robust,0.154901028,572,Non-robust,94.00550413,954,Non-robust,47.56934214,1964,Non-robust,12.79798436,2934,Non-robust,1.142997742
 ,176,Robust,2.396167517,374,Robust,1.891082525,566,Non-robust,39.83798289,968,Non-robust,38.03082633,1970,Non-robust,1.633042097,2990,Non-robust,1.15700531
 ,177,Robust,1.104481936,375,Robust,0.230714321,567,Robust,1066.728875,983,NA,NA,1971,Non-robust,3.756029129,2984,Non-robust,0.249518871
 ,163,Robust,0.030836582,361,Robust,0.200387478,573,Robust,0.498437166,997,Robust,2.722341299,1965,Non-robust,10.51235271,2953,NA,NA
 ,188,Robust,0.009574175,349,Non-robust,35.9884243,598,Robust,6.162310362,996,Robust,10.88507867,1959,Non-robust,112.1221459,2947,Non-robust,0.250114679
 ,104,Robust,1.766155481,306,Robust,0.296890974,514,Robust,1.304302454,982,Non-robust,0.643731594,1902,Non-robust,3.067831039,2946,Non-robust,0.253467083
 ,110,Robust,0.015773773,312,Robust,0.178538799,500,Robust,0.569999933,969,Non-robust,0.371908188,1916,Non-robust,0.604776382,2952,Non-robust,0.283470392
 ,138,Robust,0.012503386,313,Non-robust,17.87012815,528,Non-robust,5.114278078,955,Non-robust,336.4637752,1917,Non-robust,1.826797724,2985,Non-robust,1.16697669
 ,139,Robust,1.465910673,307,Robust,2.892145157,529,NA,NA,941,NA,NA,1903,Non-robust,0.751871824,2991,Non-robust,1.061173439
 ,111,Robust,0.217639446,311,Robust,0.011025906,501,Robust,1.506784439,957,Non-robust,374.1460452,1915,Non-robust,3.053358555,2987,Non-robust,0.23850894
 ,105,Robust,0.186603546,305,Robust,1.253066778,515,Non-robust,9.468198061,943,Non-robust,3.671606064,1901,NA,NA,2993,Non-robust,1.46171093
 ,113,Robust,0.180868149,339,Robust,13.75213194,503,Robust,0.156412363,994,Non-robust,1.411034107,1929,Non-robust,4.719017267,2978,Non-robust,1.385426044
 ,107,Robust,2.223916292,338,Robust,1.037937164,517,Robust,6.63065505,980,Robust,1070.449755,1928,Non-robust,74.20570183,2944,Non-robust,1.369757414
 ,106,Robust,0.012805939,304,Non-robust,194.9656014,516,Non-robust,194.4282856,981,Robust,11.86369538,1900,Non-robust,0.393665552,2950,Non-robust,0.235591173
 ,112,Robust,0.125779152,310,Robust,2.449267864,502,Non-robust,4.891484976,995,Non-robust,2.89214015,1914,Non-robust,79.86338925,2951,Non-robust,1.342611074
 ,116,Robust,1.728639126,328,Non-robust,3.284177303,506,Non-robust,398.6696126,942,Robust,1876.138509,1938,NA,NA,2945,Non-robust,1.263742447
 ,102,Robust,0.013743401,314,Robust,2.943524361,512,Robust,13.05209446,956,NA,NA,1910,Non-robust,5.843735933,2979,NA,NA
 ,103,Robust,0.012405634,300,Non-robust,3.837127447,513,Robust,0.12934351,919,Non-robust,414.2680576,1904,Non-robust,0.244675636,2992,Non-robust,11.45316124
 ,117,Robust,0.011820316,301,Robust,0.259104013,507,Non-robust,0.940572023,931,Non-robust,11.65872979,1905,Non-robust,0.636151314,2986,Non-robust,0.574630737
 ,129,Robust,0.016412258,315,Robust,1.641816854,539,Robust,2.549891472,925,NA,NA,1911,Non-robust,0.422771454,2982,Non-robust,0.250081062
 ,101,Robust,0.014122009,329,Robust,4.47710681,511,Non-robust,1.15861702,924,NA,NA,1939,Non-robust,0.295920849,2996,Non-robust,6.550688982
 ,115,NA,NA,303,Non-robust,264.8565085,505,Robust,1.751060724,930,Non-robust,459.0913944,1907,Non-robust,99.0956912,2941,Non-robust,0.529836178
 ,114,Robust,0.171355724,317,Robust,0.314364195,504,Non-robust,103.4264593,918,Non-robust,269.029578,1913,Non-robust,0.437220812,2955,Non-robust,0.990578651
 ,100,Robust,0.188649654,316,Robust,1.279733896,510,Robust,206.7033741,926,Non-robust,8.180832624,1912,Non-robust,7.951510668,2969,Non-robust,0.404092789
 ,128,Robust,0.065872908,302,Robust,4.250618935,538,NA,NA,932,NA,NA,1906,Non-robust,112.0195868,2968,Non-robust,3.149458647
 ,125,Robust,3.623972654,327,Robust,0.043307781,535,Robust,4.401609659,933,Non-robust,546.4505565,1923,Non-robust,2233.708099,2954,Non-robust,0.458429813
 ,131,Robust,0.010260105,333,Robust,1.660953522,521,Non-robust,91.94662762,927,NA,NA,1937,Non-robust,7.59980607,2940,Non-robust,0.448618412
 ,119,Non-robust,3.203693867,332,Robust,2.877734661,509,NA,NA,923,Robust,2.457923412,1936,Non-robust,10.18731308,2997,Non-robust,0.492032766
 ,118,Robust,2.081745863,326,Robust,0.354000568,508,Non-robust,8.889425993,937,Robust,12.93258739,1922,Non-robust,8.788961649,2983,Non-robust,9.821655989
 ,130,Robust,0.0108006,330,Robust,2.409873724,520,NA,NA,936,Non-robust,1272.249266,1934,Non-robust,12.73467159,2995,NA,NA
 ,124,Robust,0.111383438,324,Non-robust,864.3077166,534,Robust,2.55606699,922,Non-robust,140.128073,1920,Non-robust,0.243003368,2981,Non-robust,11.33303308
 ,132,Robust,0.010215759,318,Robust,1.398683548,522,Non-robust,2.598080397,934,Non-robust,432.6674926,1908,Non-robust,3.048783541,2956,Non-robust,0.497264862
 ,126,Robust,0.095686674,319,Robust,0.333703518,536,Non-robust,17.79102921,920,Non-robust,78.15763211,1909,Non-robust,2.254918098,2942,Non-robust,36.74270272
 ,127,Robust,0.01290226,325,Non-robust,61.83245564,537,Robust,1501.122604,908,Non-robust,9.867455006,1921,Non-robust,5.708993435,2943,Non-robust,0.404927731
 ,133,Robust,0.012227535,331,Robust,1.237252235,523,NA,NA,909,Non-robust,35.15831614,1935,Non-robust,55.89742684,2957,Non-robust,0.262548447
 ,137,Robust,0.175341606,309,Robust,0.246440887,527,Non-robust,4.840931177,921,Robust,10.66193199,1919,Non-robust,136.1726468,2980,Non-robust,5.368908167
 ,123,Robust,0.014259815,335,Non-robust,8.194817781,533,Robust,2.454725027,935,Robust,1294.752759,1931,Non-robust,21.89716077,2994,Non-robust,0.258955002
 ,122,Robust,0.090110779,321,NA,NA,532,Non-robust,10.8377614,938,Non-robust,3.514174938,1925,Non-robust,4.411226273,2999,Non-robust,12.39359069
 ,136,Robust,0.013635397,320,Non-robust,0.231236458,526,Robust,1.421012163,910,Non-robust,356.1342909,1924,Non-robust,2.763620615,2972,Non-robust,14.29001069
 ,108,Robust,0.015107393,334,Robust,0.850216627,518,Robust,1.766647577,904,Robust,2511.332581,1930,Non-robust,2.113335609,2966,Non-robust,0.503509521
 ,120,Robust,0.010415554,308,Robust,2.500798225,530,Non-robust,80.99926305,905,Robust,13.24910235,1918,Non-robust,61.05384851,2967,Non-robust,7.918198824
 ,134,Robust,0.01398468,322,Robust,1.816003323,524,Robust,1.93688035,911,Non-robust,76.73079872,1926,Non-robust,31.87826157,2973,Non-robust,0.436669827
 ,135,Robust,0.051364422,336,Robust,5.651484013,525,Robust,0.450239658,939,Non-robust,4.174764633,1932,Non-robust,50.26437449,2998,Non-robust,1.347226143
 ,121,Robust,1.469242096,337,Non-robust,39.55503035,531,Non-robust,5.428740263,907,Non-robust,5.358883381,1933,Non-robust,1.015118361,2959,Non-robust,3.347300529
 ,109,Robust,0.043908596,323,Robust,1.669598579,519,Non-robust,308.357214,913,Non-robust,111.8503149,1927,Non-robust,1.217368603,2965,Non-robust,0.261857748
 ,185,Robust,0.132288218,387,Robust,2.95953536,595,Robust,77.52893829,912,Robust,671.488466,1983,Non-robust,10.33093977,2971,Non-robust,0.533764362
 ,191,Robust,1.280694962,393,Robust,72.2390244,581,Robust,0.14330864,906,Non-robust,85.22804928,1997,Non-robust,315.8830583,2970,Non-robust,1.11938262
 ,146,Robust,0.179225922,344,Non-robust,100.8661218,556,Robust,0.812749624,902,Non-robust,177.6368389,1940,Non-robust,0.250348568,2964,Non-robust,0.278592348
 ,152,Robust,0.100756407,350,Non-robust,95.09758067,542,Non-robust,7.758105993,916,Non-robust,238.2795284,1954,Non-robust,1.6634655,2958,Non-robust,0.477935791
 ,153,Robust,0.417244196,378,Robust,2.649163723,543,Non-robust,4.698143959,917,Non-robust,138.4117367,1968,Non-robust,8.545436382,2960,Non-robust,1.023963213
 ,147,Robust,0.00931406,379,Robust,1.682561636,557,Non-robust,0.542344093,903,Non-robust,757.8176651,1969,Non-robust,0.259530067,2974,Non-robust,0.34334898
 ,190,Robust,0.159113646,351,Robust,0.08273077,580,Robust,11.92760944,915,Non-robust,390.3399966,1955,Non-robust,7.917944908,2948,Non-robust,0.688399792
 ,184,Robust,0.273265362,345,Robust,2.256798983,594,Robust,2.022383451,901,Non-robust,112.3936498,1941,Non-robust,2.451827526,2949,Non-robust,1.344572783
 ,192,Robust,0.012171984,392,Robust,1.592632771,582,NA,NA,929,Non-robust,51.25968885,1996,Non-robust,28.19514799,2975,Non-robust,0.581218958
 ,186,Robust,0.009357691,386,Non-robust,273.9238656,596,Non-robust,300.4535527,928,Non-robust,198.7390027,1982,NA,NA,2961,Non-robust,0.437582731
 ,151,NA,NA,390,Robust,0.31436801,541,Robust,2.561400175,900,Non-robust,0.435691595,1994,Non-robust,17.65628362,2988,Non-robust,0.524183512
 ,145,Robust,2.032871723,384,Robust,0.038413048,555,Non-robust,32.32151914,914,Non-robust,577.9794173,1980,Non-robust,39.89489293,2977,Non-robust,1.05810833
 ,179,Robust,0.714809656,353,Robust,0.162299395,569,Non-robust,63.80544186,973,Robust,986.7985165,1957,Non-robust,529.1798885,2963,Non-robust,0.927790403
 ,178,Robust,0.438881874,347,Robust,1.459415197,568,Non-robust,5.969867229,967,Non-robust,341.5103283,1943,Non-robust,0.269791365,2962,Non-robust,9.166363955
 ,144,Non-robust,3.618016958,346,Robust,0.488515139,554,Robust,1.375200272,998,Non-robust,181.2565186,1942,Non-robust,0.313121319,2976,Non-robust,0.23707366
 ,150,Robust,0.053761482,352,NA,NA,540,Robust,1.711914778,999,Non-robust,37.1289897,1956,Non-robust,0.364993572,2989,Non-robust,0.268085957
 ,187,Robust,0.158944607,385,Robust,5.453785181,597,Robust,2.467517376,966,Non-robust,1.367366314,1981,Non-robust,0.982963562,2939,NA,NA
 ,193,Robust,1.549600124,391,Non-robust,0.478152275,583,Non-robust,3.971995354,972,Robust,2.074272156,1995,Non-robust,127.7519984,2911,Non-robust,2.589645863
 ,197,Robust,0.009946346,395,Robust,0.740965366,587,Robust,1.422169685,958,NA,NA,1991,Non-robust,19.54237795,2905,Non-robust,3.119820118
 ,183,Robust,0.011005878,381,NA,NA,593,NA,NA,964,Non-robust,6.266152859,1985,Non-robust,0.263245583,2904,Non-robust,4.13259697
 ,168,Robust,0.131358624,356,Robust,0.270155191,578,NA,NA,970,Non-robust,357.1047761,1952,Non-robust,0.474664688,2910,Non-robust,6.871792316
 ,154,Robust,1.847878218,342,Robust,2.836849213,544,Robust,0.644898653,971,Non-robust,241.4639344,1946,Non-robust,157.6347544,2938,Non-robust,0.435542345
 ,140,Robust,0.164587975,343,Robust,0.543881178,550,Non-robust,397.2427182,965,NA,NA,1947,Non-robust,1.355064154,2906,Non-robust,1.525342703
 ,141,Robust,0.011082888,357,Non-robust,290.4989405,551,Non-robust,3.829984426,959,Non-robust,4.992704391,1953,Non-robust,122.0155418,2912,Non-robust,0.240718603
 ,155,Robust,0.012436152,380,Robust,0.112242222,545,Robust,5.824537992,961,Non-robust,539.8599432,1984,Non-robust,0.418225527,2913,Non-robust,0.575389147
 ,169,Robust,0.107196808,394,Non-robust,12.48835278,579,Robust,8.781593323,975,Non-robust,5.657296181,1990,Non-robust,8.145299673,2907,Non-robust,0.248090267
 ,182,Robust,0.141993761,382,Robust,0.377123833,592,Robust,0.413610935,949,Non-robust,438.3066266,1986,Non-robust,0.234921217,2903,Non-robust,0.578231335
 ,196,Robust,0.013624907,396,Robust,0.039267063,586,Robust,5.823691368,948,Non-robust,443.8615463,1992,Non-robust,0.452842236,2917,Non-robust,0.440593481
 ,180,Robust,1.82505703,369,Robust,1.31987524,590,Robust,0.578239679,974,Robust,1269.697328,1979,Non-robust,19.45464516,2916,Non-robust,7.466333628
 ,194,Robust,0.012982845,341,Non-robust,417.6829503,584,Non-robust,6994.248273,960,Non-robust,4.203231573,1945,Non-robust,0.258595228,2902,Non-robust,3.696377516
 ,143,Robust,0.21241951,355,Robust,1.977541924,553,Non-robust,56.66890192,976,Non-robust,29.94757843,1951,Non-robust,16.12879395,2914,Non-robust,0.832712889
 ,157,Robust,0.053370237,354,Non-robust,6.891441107,547,Non-robust,241.9393497,962,Non-robust,2.852684021,1950,Non-robust,11.70551133,2900,Non-robust,4.763397455
 ,156,Robust,0.012345552,340,NA,NA,546,Robust,0.414849281,989,Non-robust,4.977283001,1944,Non-robust,38.9191525,2928,Non-robust,0.245048285
 ,142,Robust,0.30513525,368,Robust,7.244855404,552,Non-robust,3.182979584,988,Non-robust,1.773546934,1978,Non-robust,0.256200314,2929,Non-robust,1.176445723
 ,195,Non-robust,278.7075438,397,Robust,0.771049976,585,Robust,1.712629557,963,Non-robust,37.09452343,1993,Non-robust,0.23368907,2901,Non-robust,0.221674681
 ,181,Robust,0.010150909,383,Robust,0.627317667,591,NA,NA,977,Non-robust,287.0966749,1987,Non-robust,0.780997515,2915,Non-robust,0.333644152
  ,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,
 ,P1-6: ,,,,,,,,,,,,,,,,,
  ,,,,,,,,,,,,,,,,,,
 ,ID,result (r=2),QVIP-time (r=2),ID,result (r=4),QVIP-time (r=4),ID,result (r=6),QVIP-time (r=6),ID,result (r=10),QVIP-time (r=10),ID,result (r=20),QVIP-time (r=20),ID,result (r=30),QVIP-time (r=30)
 ,198,Robust,0.013838291,365,Robust,0.228332281,588,Robust,456.8098807,952,Robust,0.010079622,1961,Non-robust,1187.33324,2918,Non-robust,1.690463781
 ,167,Robust,0.010980129,371,Robust,0.013128519,577,Robust,0.219756842,946,Robust,0.217863321,1975,Non-robust,25.53325272,2930,Non-robust,2.465464354
 ,173,Robust,0.008959055,359,Non-robust,216.8930242,563,Robust,0.011028767,991,Non-robust,3.791751862,1949,Non-robust,647.7010386,2924,Non-robust,6.988015175
 ,172,Robust,0.008883476,358,Robust,0.155984163,562,NA,NA,985,Non-robust,50.92767811,1948,Non-robust,0.714735985,2925,Non-robust,1.961295605
 ,166,Robust,0.011578321,370,Robust,0.012619972,576,Robust,0.032091379,984,Robust,2.167583704,1974,Non-robust,10.31197071,2931,Non-robust,5.725018978
 ,199,Robust,0.010279655,364,Robust,0.267735481,589,Non-robust,8.792991877,990,Non-robust,433.5355742,1960,Non-robust,6.009760618,2919,Non-robust,10.99293256
 ,170,Non-robust,0.29563117,399,Non-robust,92.95098376,560,Robust,0.710512877,947,Robust,17.87000322,1989,Robust,14.67234206,2927,Non-robust,3.543212175
 ,164,Robust,0.011212826,372,Robust,0.014765263,574,Robust,8.630265713,953,NA,NA,1976,NA,NA,2933,Non-robust,7.499710798
 ,158,Robust,0.011112452,366,Robust,0.010789394,548,Robust,1.483164549,979,Robust,0.577561617,1962,Non-robust,7.804292679,2932,Non-robust,5.002987146
 ,159,Robust,0.007953882,367,Robust,0.046673298,549,Robust,5.260714054,945,Robust,6.74181366,1963,Non-robust,9.409063816,2926,Non-robust,0.998980284
 ,165,Non-robust,0.926347971,373,Robust,0.011321545,575,Robust,0.009557009,951,Robust,466.8594673,1977,NA,NA,2922,Non-robust,2.4799366
 ,171,Robust,0.009402514,398,Robust,0.009543657,561,Robust,0.014955521,986,Non-robust,25.47965717,1988,Non-robust,5.769947767,2936,Non-robust,1.906403065
 ,149,Robust,0.007218361,388,Robust,0.025480747,559,Non-robust,2.040205956,992,Robust,3.140113354,1998,Non-robust,7.440001488,2937,Non-robust,10.22119331
 ,175,Robust,0.043272257,377,Robust,0.724826813,565,Robust,0.238621712,993,NA,NA,1973,Non-robust,2.872625828,2923,NA,NA
 ,161,Robust,0.054626703,363,Robust,0.005579948,571,Robust,0.011042356,987,NA,NA,1967,Non-robust,1.158854246,2935,Non-robust,1.439574242
 ,160,Robust,0.012116194,362,Robust,0.00814271,570,Robust,4.609479904,950,Non-robust,966.9693754,1966,Non-robust,1.286532164,2921,Non-robust,5.942492723
 ,174,Robust,0.008542776,376,Robust,0.109314919,564,Robust,0.009300232,944,Non-robust,4.141696692,1972,Non-robust,416.7696803,2909,Non-robust,0.761327267
 ,148,Robust,0.016809225,389,Robust,0.008777857,558,Robust,0.234547615,978,Robust,3.197781324,1999,Non-robust,7.474850178,2908,Non-robust,7.624739647
 ,189,Robust,0.010077,348,Robust,0.402708292,599,Robust,0.802051544,940,Robust,3.407207012,1958,Non-robust,31.00917625,2920,NA,NA
 ,162,Robust,0.012728214,360,Robust,0.059916258,572,Non-robust,3.468715906,954,Robust,3.018280983,1964,Non-robust,717.6724646,2934,Non-robust,1.066897154
 ,176,NA,NA,374,Robust,0.591170788,566,Robust,0.008078814,968,Non-robust,580.2840376,1970,Non-robust,6.28873539,2990,Non-robust,6.573840141
 ,177,Robust,4.126224279,375,Robust,0.316382408,567,Non-robust,0.351034641,983,Robust,0.010187387,1971,Non-robust,8.111461878,2984,Non-robust,2.716067553
 ,163,Robust,0.007378101,361,Robust,0.259979963,573,Non-robust,7.141466379,997,Non-robust,143.3384035,1965,Non-robust,17.03289986,2953,Non-robust,6.048346519
 ,188,Robust,0.010334253,349,Robust,0.35415411,598,Robust,0.596963406,996,Robust,6200.980931,1959,Non-robust,15.42769361,2947,Non-robust,5.104601145
 ,104,Robust,0.011893988,306,Robust,2.568039179,514,Robust,0.243499756,982,Non-robust,264.3352263,1902,Non-robust,1.906172991,2946,Non-robust,7.626215935
 ,110,Robust,0.008424044,312,Non-robust,6.767698288,500,Robust,1.194986105,969,Non-robust,0.535186768,1916,Non-robust,7.463033915,2952,NA,NA
 ,138,Robust,0.008757591,313,Robust,0.232037544,528,Robust,2.406686544,955,Non-robust,31.99499321,1917,Non-robust,5.613159895,2985,Non-robust,13.617625
 ,139,Robust,0.017791033,307,Robust,0.052384377,529,Robust,8.787904978,941,Robust,3.814016342,1903,Non-robust,693.4241927,2991,Non-robust,1.271971703
 ,111,Robust,0.01388669,311,Robust,0.011517525,501,Robust,0.680853128,957,Robust,0.541560411,1915,Non-robust,7.267597675,2987,Non-robust,1.133260965
 ,105,Robust,0.006106138,305,Robust,0.012148142,515,Robust,0.51940012,943,Non-robust,5.675998926,1901,Non-robust,29.09987879,2993,Non-robust,2.980269194
 ,113,Robust,0.011980295,339,Robust,0.010956526,503,Robust,2.412056208,994,Non-robust,6.882887363,1929,Non-robust,23.37513733,2978,Non-robust,0.898596764
 ,107,Robust,0.007633448,338,Robust,0.325509787,517,Robust,0.010805845,980,Robust,2.095131636,1928,Non-robust,8.512121201,2944,Non-robust,0.456975698
 ,106,Robust,0.011886597,304,Robust,0.016240358,516,Robust,0.312384129,981,Non-robust,92.95923114,1900,Non-robust,11.81059885,2950,Non-robust,5.287564754
 ,112,Robust,0.020060301,310,Robust,0.009873867,502,Robust,0.570842743,995,Robust,8.066622257,1914,NA,NA,2951,Non-robust,1.712444782
 ,116,Robust,0.014655828,328,Non-robust,186.0482759,506,Robust,0.81545043,942,Robust,2.148734093,1938,Non-robust,9.715152264,2945,Non-robust,0.770278215
 ,102,Robust,0.009770155,314,Robust,0.885818958,512,Robust,3.223860979,956,NA,NA,1910,Non-robust,8.61650157,2979,Non-robust,1.838404417
 ,103,Robust,0.007806301,300,Robust,0.329605818,513,Robust,2.521835089,919,Robust,2.441600084,1904,Non-robust,9.106745243,2992,Non-robust,6.673030376
 ,117,Robust,0.009553194,301,Robust,0.012791634,507,Robust,0.009268999,931,Non-robust,193.3365102,1905,Non-robust,2.185746908,2986,Non-robust,1.906676531
 ,129,Robust,0.014861822,315,Robust,0.192960501,539,Robust,2.276719093,925,Robust,0.082700253,1911,NA,NA,2982,Non-robust,2.868659258
 ,101,Robust,0.007860422,329,Robust,0.565829992,511,Robust,0.401129723,924,Robust,0.545211554,1939,Non-robust,5.972505093,2996,NA,NA
 ,115,Non-robust,0.233302593,303,Robust,0.010985374,505,Robust,0.849426508,930,Robust,922.8327935,1907,Non-robust,9.145757437,2941,Non-robust,7.06992507
 ,114,Robust,0.011413574,317,Robust,0.011318207,504,Robust,0.01043725,918,Non-robust,214.8235004,1913,Non-robust,5.14492178,2955,Non-robust,1.654984713
 ,100,Robust,0.010416269,316,Robust,0.049202919,510,Robust,1.639449596,926,Non-robust,3.582293034,1912,Non-robust,4.972857475,2969,Non-robust,1.649220705
 ,128,Robust,0.010081053,302,Robust,0.191881418,538,Robust,0.318722725,932,Robust,8.847683191,1906,Non-robust,8.312439203,2968,Non-robust,2.163362741
 ,125,Robust,0.010692596,327,Robust,0.014437675,535,Non-robust,74.35755181,933,NA,NA,1923,Non-robust,6.292459011,2954,Non-robust,2.502973557
 ,131,Robust,0.03999424,333,Robust,0.338584661,521,Robust,0.014537096,927,Non-robust,131.8446455,1937,Non-robust,7.891934872,2940,Non-robust,4.793547392
 ,119,Robust,0.014539957,332,Robust,0.014908075,509,Non-robust,132.0175536,923,Robust,2.507874966,1936,NA,NA,2997,Non-robust,7.309894085
 ,118,Robust,0.008450747,326,NA,NA,508,Robust,0.011748314,937,Non-robust,39.98009777,1922,Non-robust,7.447757006,2983,Non-robust,1.870851278
 ,130,Robust,0.006462574,330,Robust,0.009312391,520,Non-robust,6.011875391,936,Robust,1567.573783,1934,Non-robust,6.556953192,2995,Non-robust,1.489623308
 ,124,Robust,0.013581991,324,Robust,0.529282808,534,Robust,0.008467913,922,Robust,1.398723364,1920,Non-robust,1.25331068,2981,Non-robust,0.656999588
 ,132,Robust,0.008842468,318,Robust,0.009897947,522,Robust,0.352826834,934,Non-robust,0.78330493,1908,Non-robust,7.859687328,2956,Non-robust,5.253649235
 ,126,Robust,0.010018587,319,Robust,4.59269762,536,Non-robust,41.51024914,920,Non-robust,1.017944336,1909,Non-robust,27.69004941,2942,Non-robust,8.690589905
 ,127,Robust,0.018645048,325,Robust,0.056716681,537,Robust,2.722552299,908,Non-robust,5.142225742,1921,Non-robust,8.591636658,2943,Non-robust,7.339078665
 ,133,Robust,0.011848211,331,Robust,1.50586772,523,Robust,0.64046526,909,Robust,2.098515749,1935,Non-robust,7.824232817,2957,Non-robust,2.953832626
 ,137,Robust,0.013771057,309,Robust,0.012070656,527,Robust,0.185802221,921,Robust,6.43428421,1919,Non-robust,18.91099119,2980,Non-robust,6.128883362
 ,123,Robust,0.015265942,335,Robust,0.009803295,533,Non-robust,3.462695122,935,Robust,30.8797884,1931,NA,NA,2994,NA,NA
 ,122,Robust,0.01555872,321,Robust,0.011191368,532,Robust,0.00945878,938,Non-robust,117.8234818,1925,Non-robust,1.485926628,2999,Non-robust,7.83609128
 ,136,Robust,0.011036634,320,Robust,0.316955805,526,Robust,2.265594959,910,Non-robust,6.836241961,1924,Non-robust,10.77502584,2972,Non-robust,511.1856303
 ,108,Robust,0.735560179,334,Robust,0.663502216,518,Robust,0.594643831,904,Robust,2202.923843,1930,Non-robust,1.614998341,2966,Non-robust,1.939449072
 ,120,Robust,0.007945776,308,Robust,3.0697577,530,NA,NA,905,NA,NA,1918,Non-robust,54.43761754,2967,Non-robust,6.403260708
 ,134,Robust,0.016589165,322,NA,NA,524,Robust,0.009924173,911,Robust,0.293095827,1926,Non-robust,0.591234446,2973,Non-robust,1.362017632
 ,135,Robust,0.012161255,336,Robust,0.501343966,525,Robust,0.813692808,939,Non-robust,73.05908394,1932,Non-robust,4.624018908,2998,Non-robust,4.025531054
 ,121,Robust,0.010524988,337,Robust,0.434767962,531,Robust,0.105023384,907,NA,NA,1933,Non-robust,5.96220541,2959,Non-robust,11.56950116
